Name,Weapon Type,Archetype,Slot,WeaponID,Stability,Handling,Range,Aim Assistance,Airborne Effectiveness,Recoil Direction,Zoom,Magazine Size,Impact,Reload Speed,Rounds Per Minute,Draw Time,Accuracy,Charge Time,Velocity,Blast Radius,Shield Duration,Guard Resistance,Guard Efficiency,Swing Speed,Charge Rate,Ocurrences,Voltshot present in any Column,Turnabout present in any Column,High-Impact Reserves present in any Column,Unstoppable Force present in any Column,Flash Counter present in any Column,Perfect Float present in any Column,Clown Cartridge present in any Column,Trench Barrel present in any Column,Zen Moment present in any Column,Chain Reaction present in any Column,Offhand Strike present in any Column,Killing Wind present in any Column,Fragile Focus present in any Column,Multikill Clip present in any Column,Box Breathing present in any Column,Shot Swap present in any Column,Tireless Blade present in any Column,Golden Tricorn present in any Column,Ensemble present in any Column,Successful Warm-Up present in any Column,One-Two Punch present in any Column,Magnificent Howl present in any Column,Thresh present in any Column,Feeding Frenzy present in any Column,Killing Tally present in any Column,Rangefinder present in any Column,Dragonfly present in any Column,No Distractions present in any Column,Field Prep present in any Column,Full Court present in any Column,Focused Fury present in any Column,Tunnel Vision present in any Column,Chill Clip present in any Column,Osmosis present in any Column,Counterattack present in any Column,Explosive Payload present in any Column,Desperado present in any Column,Bait and Switch present in any Column,Master of Arms present in any Column,Genesis present in any Column,Unrelenting present in any Column,Outlaw present in any Column,Slideshot present in any Column,Explosive Light present in any Column,Redirection present in any Column,Shield Disorient present in any Column,Auto-Loading Holster present in any Column,Mulligan present in any Column,Sympathetic Arsenal present in any Column,Explosive Head present in any Column,Triple Tap present in any Column,Rewind Rounds present in any Column,Rampage present in any Column,Surplus present in any Column,Elemental Capacitor present in any Column,Demolitionist present in any Column,Tilting at Windmills present in any Column,Wellspring present in any Column,Overflow present in any Column,Adagio present in any Column,Shoot to Loot present in any Column,Duelist's Trance present in any Column,Surrounded present in any Column,Micro-Missile present in any Column,Air Assault present in any Column,Firefly present in any Column,Whirlwind Blade present in any Column,Lasting Impression present in any Column,Tracking Module present in any Column,One for All present in any Column,Threat Detector present in any Column,Swashbuckler present in any Column,Frenzy present in any Column,Iron Gaze present in any Column,Bottomless Grief present in any Column,Full Auto Trigger System present in any Column,Incandescent present in any Column,Iron Grip present in any Column,Adrenaline Junkie present in any Column,Dual Loader present in any Column,Opening Shot present in any Column,Onslaught present in any Column,Headstone present in any Column,Reversal of Fortune present in any Column,Archer's Tempo present in any Column,Underdog present in any Column,Rapid Hit present in any Column,Firmly Planted present in any Column,Assassin's Blade present in any Column,Harmony present in any Column,Blunt Execution Rounds present in any Column,Headseeker present in any Column,Recombination present in any Column,Steady Hands present in any Column,Moving Target present in any Column,Iron Reach present in any Column,Compulsive Reloader present in any Column,Pugilist present in any Column,Eye of the Storm present in any Column,Quickdraw present in any Column,Well-Rounded present in any Column,Repulsor Brace present in any Column,Sneak Bow present in any Column,Impulse Amplifier present in any Column,Snapshot Sights present in any Column,Danger Zone present in any Column,Pulse Monitor present in any Column,Kill Clip present in any Column,Adaptive Munitions present in any Column,Encore present in any Column,Celerity present in any Column,Cluster Bomb present in any Column,Fourth Time's the Charm present in any Column,Dynamic Sway Reduction present in any Column,Gutshot Straight present in any Column,Reservoir Burst present in any Column,Perpetual Motion present in any Column,Reconstruction present in any Column,Vorpal Weapon present in any Column,Lead from Gold present in any Column,Heating Up present in any Column,Stats for All present in any Column,Backup Plan present in any Column,Grave Robber present in any Column,Under Pressure present in any Column,Disruption Break present in any Column,En Garde present in any Column,Relentless Strikes present in any Column,Kickstart present in any Column,Firing Line present in any Column,Cornered present in any Column,Subsistence present in any Column,Slickdraw present in any Column,Hip-Fire Grip present in any Column,Under-Over present in any Column,Tap the Trigger present in any Column,Meganeura present in any Column,Timed Payload present in any Column,Ambitious Assassin present in any Column,Energy Transfer present in any Column,Slideways present in any Column,Eager Edge present in any Column,Usage Rate in Slot (%),Global Usage Rate (%),Popularity Category
Duty Bound,Auto Rifle,Adaptive Frame,Primary,435216110,39,63,36,73,18,60,18,41,21,49,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2417480241748024,0.13767540375959755,Niche
Chattering Bone,Pulse Rifle,Lightweight Frame,Primary,568515759,52,70,33,71,10,57,17,33,27,63,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23245002324500233,0.13238019592268996,Niche
Midha's Reckoning (Harrowed),Fusion Rifle,High-Impact Frame,Special,3904516037,22,19,52,68,8,78,15,5,95,18,-1,-1,-1,960,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.03254149040026033,0.010590415673815199,Unpopular
Burden of Guilt,Fusion Rifle,Adaptive Frame,Special,933455006,39,32,41,52,8,55,15,6,70,31,-1,-1,-1,660,-1,-1,-1,-1,-1,-1,-1,49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7972665148063782,0.25946518400847235,Niche
Defiance of Yasmin (Harrowed),Sniper Rifle,Adaptive Frame,Special,3503019618,46,46,54,68,4,62,40,4,70,42,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1464367068011715,0.04765687053216839,Unpopular
Darkest Before,Pulse Rifle,Rapid-Fire Frame,Primary,2481758391,48,27,34,75,10,64,17,36,23,35,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7066480706648071,0.4024357956049775,Niche
Bump in the Night,Rocket Launcher,Aggressive Frame,Power,1959650777,23,19,-1,33,7,74,20,1,-1,58,25,-1,-1,-1,69,20,-1,-1,-1,-1,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655241935483871,0.06883770187979878,Niche
Midha's Reckoning,Fusion Rifle,High-Impact Frame,Special,3969066556,22,19,52,68,8,78,15,5,95,18,-1,-1,-1,960,-1,-1,-1,-1,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.35795639440286364,0.11649457241196717,Niche
Come to Pass,Auto Rifle,High-Impact Frame,Primary,927567426,26,31,78,54,9,83,16,32,33,34,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595072059507206,0.33889330156208636,Niche
IKELOS_SMG_v1.0.2,Submachine Gun,Aggressive Frame,Primary,2222560548,25,62,44,37,12,90,14,28,22,24,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6508600650860066,0.3706645485835319,Niche
Waking Vigil,Hand Cannon,Adaptive Frame,Primary,334171687,43,63,37,82,10,98,14,12,84,56,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18596001859600186,0.10590415673815197,Niche
Dust Rock Blues,Shotgun,Precision Frame,Special,636912560,45,34,65,75,2,64,12,5,70,41,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097624471200781,0.03177124702144559,Unpopular
Sweet Sorrow,Auto Rifle,Rapid-Fire Frame,Primary,1248372789,54,42,23,81,12,57,17,52,18,47,720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5857740585774058,0.33359809372517873,Niche
Thoughtless,Sniper Rifle,Adaptive Frame,Special,4067556514,49,45,51,67,2,79,46,4,70,44,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2766026684022128,0.09001853322742918,Niche
Forensic Nightmare,Submachine Gun,Precision Frame,Primary,1526296434,38,21,50,52,23,91,14,27,25,17,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1301720130172013,0.07413290971670637,Niche
Lonesome,Sidearm,Precision Frame,Primary,2199171672,42,33,58,86,12,90,12,12,51,21,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17666201766620176,0.10060894890124437,Niche
Last Perdition,Pulse Rifle,Adaptive Frame,Primary,188882152,59,38,39,60,10,63,17,38,29,42,390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34402603440260343,0.19592268996558113,Niche
Staccato-46,Scout Rifle,Precision Frame,Primary,4019668921,44,38,39,63,9,58,20,16,62,40,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7345420734542073,0.41832141911570025,Niche
Riptide,Fusion Rifle,Rapid-Fire Frame,Special,2715240478,31,50,21,31,3,53,15,7,55,45,-1,-1,-1,500,-1,-1,-1,-1,-1,-1,-1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5369345916042955,0.17474185861795077,Niche
Premonition,Pulse Rifle,High-Impact Frame,Primary,208088207,42,26,60,32,10,77,18,28,33,33,340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02789400278940028,0.015885623510722795,Unpopular
Reed's Regret,Linear Fusion Rifle,Precision Frame,Power,1399243961,48,31,45,66,14,76,25,6,41,28,-1,-1,-1,533,-1,-1,-1,-1,-1,-1,-1,41,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.066532258064516,0.21710352131321153,Niche
Nezarec's Whisper,Glaive,Adaptive Glaive,Special,254636484,-1,42,50,55,9,-1,-1,5,80,25,55,-1,-1,41,-1,-1,42,-1,-1,-1,-1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4718516108037748,0.15356102727032034,Niche
Sleepless,Rocket Launcher,High-Impact Frame,Power,3740842661,58,66,-1,72,3,58,20,1,-1,33,15,-1,-1,-1,40,90,-1,-1,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9072580645161291,0.09531374106433678,Niche
Breakneck,Auto Rifle,Precision Frame,Primary,324382200,45,37,64,44,10,80,16,34,29,46,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06508600650860065,0.037066454858353186,Unpopular
Vision of Confluence,Scout Rifle,Precision Frame,Primary,3186018373,42,45,46,65,10,75,20,16,62,47,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1394700139470014,0.07942811755361398,Niche
Fixed Odds,Machine Gun,High-Impact Frame,Power,2194955522,28,30,63,33,16,66,16,44,70,31,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1088709677419355,0.11649457241196717,Niche
Gridskipper,Pulse Rifle,Rapid-Fire Frame,Primary,1621558458,47,27,33,80,10,55,18,34,23,35,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.297536029753603,0.16944665078104318,Niche
Aisha's Embrace,Scout Rifle,Rapid-Fire Frame,Primary,2638190703,46,26,34,71,24,55,21,18,45,35,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5764760576476058,0.3283028858882711,Niche
Biting Winds,Combat Bow,Precision Frame,Primary,1621657423,43,49,-1,66,10,63,18,-1,76,40,-1,684,68,60,-1,-1,-1,-1,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21385402138540213,0.12178978024887477,Niche
Red Herring,Rocket Launcher,Adaptive Frame,Power,3175851496,42,40,-1,62,3,66,20,1,-1,42,20,-1,-1,-1,53,50,-1,-1,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7560483870967742,0.07942811755361398,Niche
