Name,Weapon Type,Archetype,Slot,WeaponID,Stability,Handling,Range,Aim Assistance,Airborne Effectiveness,Recoil Direction,Zoom,Magazine Size,Impact,Reload Speed,Rounds Per Minute,Draw Time,Accuracy,Charge Time,Velocity,Blast Radius,Shield Duration,Guard Resistance,Guard Efficiency,Swing Speed,Charge Rate,Ocurrences,Voltshot present in any Column,Turnabout present in any Column,High-Impact Reserves present in any Column,Unstoppable Force present in any Column,Flash Counter present in any Column,Perfect Float present in any Column,Clown Cartridge present in any Column,Trench Barrel present in any Column,Zen Moment present in any Column,Chain Reaction present in any Column,Offhand Strike present in any Column,Killing Wind present in any Column,Fragile Focus present in any Column,Multikill Clip present in any Column,Box Breathing present in any Column,Shot Swap present in any Column,Tireless Blade present in any Column,Golden Tricorn present in any Column,Ensemble present in any Column,Successful Warm-Up present in any Column,One-Two Punch present in any Column,Magnificent Howl present in any Column,Thresh present in any Column,Feeding Frenzy present in any Column,Killing Tally present in any Column,Rangefinder present in any Column,Dragonfly present in any Column,No Distractions present in any Column,Field Prep present in any Column,Full Court present in any Column,Focused Fury present in any Column,Tunnel Vision present in any Column,Chill Clip present in any Column,Osmosis present in any Column,Counterattack present in any Column,Explosive Payload present in any Column,Desperado present in any Column,Bait and Switch present in any Column,Master of Arms present in any Column,Genesis present in any Column,Unrelenting present in any Column,Outlaw present in any Column,Slideshot present in any Column,Explosive Light present in any Column,Redirection present in any Column,Paracausal Affinity present in any Column,Shield Disorient present in any Column,Auto-Loading Holster present in any Column,Mulligan present in any Column,Sympathetic Arsenal present in any Column,Explosive Head present in any Column,Triple Tap present in any Column,Archer's Gambit present in any Column,Rewind Rounds present in any Column,Rampage present in any Column,Surplus present in any Column,Elemental Capacitor present in any Column,Demolitionist present in any Column,Tilting at Windmills present in any Column,Wellspring present in any Column,Keep Away present in any Column,Overflow present in any Column,Adagio present in any Column,Shoot to Loot present in any Column,Duelist's Trance present in any Column,Surrounded present in any Column,Micro-Missile present in any Column,Air Assault present in any Column,Cascade Point present in any Column,Immovable Object present in any Column,Firefly present in any Column,Kinetic Tremors present in any Column,Whirlwind Blade present in any Column,Lasting Impression present in any Column,Tracking Module present in any Column,One for All present in any Column,Threat Detector present in any Column,Swashbuckler present in any Column,Frenzy present in any Column,Iron Gaze present in any Column,Bottomless Grief present in any Column,Full Auto Trigger System present in any Column,Valiant Charge present in any Column,Incandescent present in any Column,Iron Grip present in any Column,Adrenaline Junkie present in any Column,Dual Loader present in any Column,Opening Shot present in any Column,Onslaught present in any Column,Headstone present in any Column,Reversal of Fortune present in any Column,Archer's Tempo present in any Column,Underdog present in any Column,Rapid Hit present in any Column,Firmly Planted present in any Column,Assassin's Blade present in any Column,Target Lock present in any Column,Harmony present in any Column,Blunt Execution Rounds present in any Column,Headseeker present in any Column,Recombination present in any Column,Steady Hands present in any Column,Moving Target present in any Column,Iron Reach present in any Column,Compulsive Reloader present in any Column,Pugilist present in any Column,Eye of the Storm present in any Column,Quickdraw present in any Column,Well-Rounded present in any Column,Repulsor Brace present in any Column,Hatchling present in any Column,Sneak Bow present in any Column,Impulse Amplifier present in any Column,Snapshot Sights present in any Column,Danger Zone present in any Column,Envious Assassin present in any Column,Pulse Monitor present in any Column,Kill Clip present in any Column,Adaptive Munitions present in any Column,Encore present in any Column,Celerity present in any Column,Cluster Bomb present in any Column,Fourth Time's the Charm present in any Column,Dynamic Sway Reduction present in any Column,Gutshot Straight present in any Column,Reservoir Burst present in any Column,Perpetual Motion present in any Column,Reconstruction present in any Column,Vorpal Weapon present in any Column,Lead from Gold present in any Column,Heating Up present in any Column,Stats for All present in any Column,Backup Plan present in any Column,Grave Robber present in any Column,Under Pressure present in any Column,Disruption Break present in any Column,En Garde present in any Column,Relentless Strikes present in any Column,Kickstart present in any Column,Firing Line present in any Column,Close to Melee present in any Column,Cornered present in any Column,Subsistence present in any Column,Slickdraw present in any Column,Hip-Fire Grip present in any Column,Under-Over present in any Column,Tap the Trigger present in any Column,Meganeura present in any Column,Timed Payload present in any Column,Replenishing Aegis present in any Column,Ambitious Assassin present in any Column,Energy Transfer present in any Column,Slideways present in any Column,Destabilizing Rounds present in any Column,Eager Edge present in any Column,Usage Rate in Slot (%),Global Usage Rate (%),Popularity Category
Harsh Language,Grenade Launcher,Lightweight Frame,Special,2936850733,29,65,-1,75,-1,60,13,1,-1,68,90,-1,-1,-1,75,100,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04150238638721727,0.01432870038687491,Unpopular
Doom of Chelchis,Scout Rifle,Precision Frame,Primary,1937552980,40,39,49,64,17,76,20,16,62,44,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39359748097612174,0.21493050580312367,Niche
Servant Leader,Scout Rifle,Rapid-Fire Frame,Primary,1107446438,42,18,24,67,10,54,26,17,45,29,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.30175806874836003,0.16478005444906146,Niche
Fatebringer,Hand Cannon,Adaptive Frame,Primary,2171478765,57,55,46,84,10,98,14,10,84,46,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39359748097612174,0.21493050580312367,Niche
Enyo-D,Submachine Gun,Precision Frame,Primary,1601177201,37,25,49,55,13,87,15,27,25,18,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39359748097612174,0.21493050580312367,Niche
Mindbender's Ambition,Shotgun,Aggressive Frame,Special,1094005544,29,31,29,39,4,69,12,5,80,39,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39427267067856403,0.13612265367531165,Niche
Wishbringer,Shotgun,Rapid-Fire Frame,Special,3356526253,31,32,30,68,2,43,12,7,65,48,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10375596596804315,0.035821750967187274,Unpopular
"First In, Last Out",Shotgun,Pinpoint Slug Frame,Special,3616586446,40,60,58,27,2,58,12,6,70,45,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3735214774849554,0.1289583034818742,Niche
Eye of Sol (Adept),Sniper Rifle,Adaptive Frame,Special,3637570176,49,46,50,68,5,72,45,4,70,40,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.079062046067649,0.37254621005874766,Niche
Orewing's Maul,Grenade Launcher,Lightweight Frame,Special,2108920981,23,66,-1,73,2,80,13,1,-1,71,90,-1,-1,-1,74,100,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10375596596804315,0.035821750967187274,Unpopular
True Prophecy,Hand Cannon,Aggressive Frame,Primary,2742838700,22,30,58,62,10,93,14,9,92,22,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3279979008134348,0.17910875483593638,Niche
Forensic Nightmare,Submachine Gun,Precision Frame,Primary,1526296434,38,21,50,52,23,91,14,27,25,17,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06559958016268697,0.035821750967187274,Unpopular
Taipan-4fr,Linear Fusion Rifle,Precision Frame,Power,1911060537,43,36,48,64,9,69,25,5,41,29,-1,-1,-1,533,-1,-1,-1,-1,-1,-1,-1,39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5708635464733027,0.2794096575440608,Niche
Chain of Command,Machine Gun,Adaptive Frame,Power,3105930175,37,56,43,61,10,74,16,52,41,46,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273566249176005,0.05731480154749964,Niche
Drang (Baroque),Sidearm,Adaptive Frame,Primary,502356570,60,71,35,70,23,80,13,18,49,30,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7478352138546313,0.408367961025935,Popular
Allied Demand,Sidearm,Adaptive Frame,Primary,1532276803,67,48,34,85,23,97,12,15,49,30,300,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.19679874048806087,0.10746525290156184,Niche
The Enigma,Glaive,Adaptive Glaive,Special,2595497736,-1,35,55,61,5,-1,-1,4,80,40,55,-1,-1,45,-1,-1,45,-1,-1,-1,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26976551151691225,0.09313655251468692,Niche
IKELOS_SG_v1.0.3,Shotgun,Rapid-Fire Frame,Special,1168625549,32,44,34,72,2,69,12,7,65,61,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6432869890018675,0.22209485599656112,Niche
Exalted Truth (Adept),Hand Cannon,Adaptive Frame,Primary,3920882229,58,55,50,72,22,95,14,10,84,47,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9839937024403044,0.5373262645078092,Popular
Under Your Skin,Combat Bow,Precision Frame,Primary,232928045,47,55,-1,70,15,75,18,-1,76,40,-1,684,74,60,-1,-1,-1,-1,-1,-1,-1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38047756494358437,0.2077661556096862,Niche
The Hothead (Adept),Rocket Launcher,Adaptive Frame,Power,1866778462,40,47,-1,67,8,75,20,1,-1,45,20,-1,-1,-1,57,50,-1,-1,-1,-1,-1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4502307185234016,0.15761570425562402,Niche
The Inquisitor,Shotgun,Pinpoint Slug Frame,Special,2653171212,50,76,73,35,5,50,12,6,70,52,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.22826312512969496,0.07880785212781201,Niche
Mindbender's Ambition,Shotgun,Aggressive Frame,Special,1586231351,29,31,29,39,4,69,12,5,80,39,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6847893753890849,0.23642355638343604,Niche
Corrective Measure,Machine Gun,Adaptive Frame,Power,471518543,57,64,52,72,6,85,15,59,41,49,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.3071852340145025,0.25075225677031093,Niche
The Epicurean,Fusion Rifle,Precision Frame,Special,2263839058,49,30,59,65,5,80,15,6,80,26,-1,-1,-1,780,-1,-1,-1,-1,-1,-1,-1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7885453413571281,0.2722453073506233,Niche
Retrofuturist,Shotgun,Lightweight Frame,Special,1402766122,36,65,40,50,2,55,12,7,65,56,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1867607387424777,0.0644791517409371,Niche
Roar of the Bear,Rocket Launcher,High-Impact Frame,Power,4009352833,57,65,-1,71,7,45,20,1,-1,34,15,-1,-1,-1,37,90,-1,-1,-1,-1,-1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.977587343441002,0.21493050580312367,Niche
Silicon Neuroma,Sniper Rifle,Aggressive Frame,Special,990416096,17,24,74,47,2,62,43,3,90,27,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020751193193608634,0.007164350193437455,Unpopular
